"Date","Rental.Count","Temperature.C.","Humidity.percent.","Wind.speed..m.s.","Visibility..10m.","Dew.point.temperature.C.","Solar.Radiation..MJ.m2.","Rainfall.mm.","Snowfall..cm.","Seasons","Holiday","Functioning.Day"
"16/06/2024",6767,27.4,42,3.4,3688,13.3,3.57,0,0,"Summer","No Holiday","Yes"
"17/06/2024",5804,28.8,42,2.8,2797,14.6,3.26,0,0,"Summer","No Holiday","Yes"
"18/06/2024",5723,29.9,46,2.5,2553,17,3.39,0,0,"Summer","No Holiday","Yes"
"19/06/2024",5440,32.3,39,1.4,2109,16.5,3.25,0,0,"Summer","No Holiday","Yes"
"20/06/2024",5256,33.6,35,2.6,1960,16,3.26,0,0,"Summer","No Holiday","Yes"
"21/06/2024",5734,33,38,2.3,2543,16.7,3.34,0,0,"Summer","No Holiday","Yes"
"22/06/2024",212,22.9,88,2.4,324,20.7,0.22,3.2,0,"Summer","No Holiday","Yes"
"23/06/2024",6358,27.8,68,2.8,3186,21.3,2.67,0,0,"Summer","No Holiday","Yes"
"24/06/2024",5522,27.1,65,3.9,1266,19.9,2.06,0,0,"Summer","No Holiday","Yes"
"25/06/2024",6360,25.6,48,3.8,4200,13.7,2.06,0,0,"Summer","No Holiday","Yes"
"26/06/2024",5954,28.6,53,2.7,2076,18,3.32,0,0,"Summer","No Holiday","Yes"
"27/06/2024",5991,30.3,42,2.7,2395,15.9,3.12,0,0,"Summer","No Holiday","Yes"
"28/06/2024",6218,30.5,47,2.3,2574,17.9,3.48,0,0,"Summer","No Holiday","Yes"
"29/06/2024",7196,31.3,47,2.6,3246,18.6,3.35,0,0,"Summer","No Holiday","Yes"
"30/06/2024",4319,22.3,90,3.9,1191,20.5,0.26,0,0,"Summer","No Holiday","Yes"
"01/07/2024",6208,28,57,2.7,2154,18.6,3.12,0,0,"Summer","No Holiday","Yes"
"02/07/2024",97,22.1,94,3.8,234,21,0.12,20.1,0,"Summer","No Holiday","Yes"
"03/07/2024",6511,25.9,70,4.2,4207,20,1.38,0,0,"Summer","No Holiday","Yes"
"04/07/2024",6444,28,66,2.5,757,21,2.98,0,0,"Summer","No Holiday","Yes"
"05/07/2024",6772,23.5,82,2.6,1760,20.2,0.88,0,0,"Summer","No Holiday","Yes"
"06/07/2024",6553,26.6,85,2.3,1861,23.8,0.61,0,0,"Summer","No Holiday","Yes"
"07/07/2024",6510,26,75,2.2,1065,21.2,0.97,0,0,"Summer","No Holiday","Yes"
"08/07/2024",723,23.9,92,2.7,640,22.5,0.3,0.3,0,"Summer","No Holiday","Yes"
"09/07/2024",4519,26.2,80,1.7,1647,22.4,0.75,0,0,"Summer","No Holiday","Yes"
"10/07/2024",5623,30.3,62,2.4,4316,22.1,3.45,0,0,"Summer","No Holiday","Yes"
"11/07/2024",5839,28.3,73,2.7,619,22.9,2.76,0,0,"Summer","No Holiday","Yes"
"12/07/2024",6510,25.9,79,0.9,733,21.9,0.93,0,0,"Summer","No Holiday","Yes"
"13/07/2024",6861,30.6,65,1.8,1172,23.2,2,0,0,"Summer","No Holiday","Yes"
"14/07/2024",5405,30.6,59,2.9,1966,21.6,3.19,0,0,"Summer","No Holiday","Yes"
"15/07/2024",5159,30.3,60,1.9,3660,21.6,2.19,0,0,"Summer","No Holiday","Yes"
"16/07/2024",5533,30.3,63,2.6,2931,22.4,2.07,0,0,"Summer","No Holiday","Yes"
"17/07/2024",3071,25.6,92,1.9,3227,24.1,0.44,0,0,"Summer","No Holiday","Yes"
"18/07/2024",128,23.9,97,1.5,998,23.3,0.23,3.7,0,"Summer","No Holiday","Yes"
"19/07/2024",6146,28.4,72,3.3,1615,22.8,2.52,0,0,"Summer","No Holiday","Yes"
"20/07/2024",5971,27.8,77,2.1,2917,23.3,1.64,0,0,"Summer","No Holiday","Yes"
"21/07/2024",5273,27,80,3.2,2395,23.2,2.18,0,0,"Summer","No Holiday","Yes"
"22/07/2024",3150,25.4,91,0.9,3617,23.8,0.62,1.9,0,"Summer","No Holiday","Yes"
"23/07/2024",1186,26,91,1.5,2037,24.4,0.36,0.3,0,"Summer","No Holiday","Yes"
"24/07/2024",5010,29.2,81,3,2354,25.5,1.69,0,0,"Summer","No Holiday","Yes"
"25/07/2024",4953,30.6,73,1.6,1347,25.1,1.43,0,0,"Summer","No Holiday","Yes"
"26/07/2024",5542,32,69,3.7,3370,25.5,2.53,0,0,"Summer","No Holiday","Yes"
"27/07/2024",5779,31.2,70,2.8,3540,25,2.02,0,0,"Summer","No Holiday","Yes"
"28/07/2024",5053,31,65,5.1,3156,23.6,2.34,0,0,"Summer","No Holiday","Yes"
"29/07/2024",5139,27.6,84,3.1,1932,24.6,0.27,0,0,"Summer","No Holiday","Yes"
"30/07/2024",5442,30.2,74,2.9,2270,25,2.32,0,0,"Summer","No Holiday","Yes"
"31/07/2024",5432,30.7,68,3,3386,24.1,1.75,0,0,"Summer","No Holiday","Yes"
"01/08/2024",5105,31.1,71,2.3,2752,25.2,1.63,0,0,"Summer","No Holiday","Yes"
"02/08/2024",5268,29.8,78,2.8,2238,25.5,0.71,0,0,"Summer","No Holiday","Yes"
"03/08/2024",5121,32,69,2.5,1139,25.5,2.5,0,0,"Summer","No Holiday","Yes"
"04/08/2024",3932,35,55,1.6,2064,24.6,3.43,0,0,"Summer","No Holiday","Yes"
"05/08/2024",4274,32,68,1.8,1110,25.3,1.24,0,0,"Summer","No Holiday","Yes"
"06/08/2024",4514,30.5,71,1.8,2436,24.6,3.13,0,0,"Summer","No Holiday","Yes"
"07/08/2024",4287,30.1,74,1.2,2744,24.9,2.07,0,0,"Summer","No Holiday","Yes"
"08/08/2024",4352,29.6,73,2,1864,24.2,1.2,0,0,"Summer","No Holiday","Yes"
"09/08/2024",4913,30.5,69,1.9,1813,24.1,1.27,0,0,"Summer","No Holiday","Yes"
"10/08/2024",5430,32.2,63,2.5,1824,24.2,2.22,0,0,"Summer","No Holiday","Yes"
"11/08/2024",4566,32.6,62,2.1,2227,24.3,1.67,0,0,"Summer","No Holiday","Yes"
"12/08/2024",4500,32.8,63,2.1,2034,24.8,1.98,0,0,"Summer","No Holiday","Yes"
"13/08/2024",4401,33.8,59,1.2,2132,24.6,2.76,0,0,"Summer","No Holiday","Yes"
"14/08/2024",4364,33.1,61,1.6,2003,24.5,1.03,0,0,"Summer","No Holiday","Yes"
"15/08/2024",4449,32,62,1.2,2285,23.7,1.98,0,0,"Summer","Holiday","Yes"
"16/08/2024",4729,31.7,61,2.6,2583,23.2,1.26,0,0,"Summer","No Holiday","Yes"
"17/08/2024",5303,32.6,57,1.6,2758,22.9,2,0,0,"Summer","No Holiday","Yes"
"18/08/2024",4418,32.4,61,1.8,3295,23.9,2.38,0,0,"Summer","No Holiday","Yes"
"19/08/2024",4386,33.5,57,2.4,2911,23.8,3.2,0,0,"Summer","No Holiday","Yes"
"20/08/2024",4505,33.6,60,2.5,2250,24.7,2.6,0,0,"Summer","No Holiday","Yes"
"21/08/2024",1206,27.9,91,3.2,2133,26.2,0.6,0.3,0,"Summer","No Holiday","Yes"
"22/08/2024",4145,30.2,74,4.6,3141,25,0.97,0,0,"Summer","No Holiday","Yes"
"23/08/2024",5254,30.3,66,2.3,1451,23.2,2.3,0,0,"Summer","No Holiday","Yes"
"24/08/2024",3358,29,76,2.9,425,24.3,0.86,0.7,0,"Summer","No Holiday","Yes"
"25/08/2024",5133,30.7,69,1.5,1059,24.3,1.93,0,0,"Summer","No Holiday","Yes"
"26/08/2024",5009,29.7,71,0.8,1078,23.8,1.12,0,0,"Summer","No Holiday","Yes"
"27/08/2024",5039,25.6,72,2.7,2535,20.1,0.41,0,0,"Summer","No Holiday","Yes"
"28/08/2024",5163,30.7,54,3.2,2730,20.3,3.2,0,0,"Summer","No Holiday","Yes"
"29/08/2024",4994,31.4,54,2.8,3982,20.9,3.19,0,0,"Summer","No Holiday","Yes"
"30/08/2024",5412,31,55,3.8,3592,20.8,3.2,0,0,"Summer","No Holiday","Yes"
"31/08/2024",6364,30.4,59,1.5,2093,21.4,2.8,0,0,"Summer","No Holiday","Yes"
"01/09/2024",5616,29.2,54,3.4,2078,18.9,2.21,0,0,"Autumn","No Holiday","Yes"
"02/09/2024",4725,24,78,3.6,1901,19.9,0.56,0,0,"Autumn","No Holiday","Yes"
"03/09/2024",5642,29.1,48,3.6,4071,16.9,3.19,0,0,"Autumn","No Holiday","Yes"
"04/09/2024",5514,30.3,50,2.6,3292,18.7,3.05,0,0,"Autumn","No Holiday","Yes"
"05/09/2024",2040,26.6,81,3.4,778,23,0.5,0.3,0,"Autumn","No Holiday","Yes"
"06/09/2024",1840,23.5,86,3.5,962,21,0.35,0.1,0,"Autumn","No Holiday","Yes"
"07/09/2024",7639,29,61,1.2,2130,20.7,2.55,0,0,"Autumn","No Holiday","Yes"
"08/09/2024",6150,30.1,60,1.9,1736,21.4,2.68,0,0,"Autumn","No Holiday","Yes"
"09/09/2024",5305,30.8,63,1.2,2225,22.9,1.53,0,0,"Autumn","No Holiday","Yes"
"10/09/2024",5132,32.6,60,1.5,1800,23.8,2.45,0,0,"Autumn","No Holiday","Yes"
"11/09/2024",4969,33.6,55,2.2,1823,23.3,2.27,0,0,"Autumn","No Holiday","Yes"
"12/09/2024",3267,26,90,2.8,3899,24.2,0.63,0,0,"Autumn","No Holiday","Yes"
"13/09/2024",3118,27.5,87,1.4,2101,25.1,0.68,0.3,0,"Autumn","No Holiday","Yes"
"14/09/2024",6133,29.9,70,2.3,3397,23.8,1.92,0,0,"Autumn","No Holiday","Yes"
"15/09/2024",4291,30.7,68,2.9,3655,24.1,2.19,0,0,"Autumn","No Holiday","Yes"
"16/09/2024",3906,27.8,68,4,4374,21.3,2.88,0,0,"Autumn","Holiday","Yes"
"17/09/2024",2967,31.7,66,1,4390,24.5,2.96,0,0,"Autumn","Holiday","Yes"
"18/09/2024",4462,31.7,69,1.4,2724,25.3,1.65,0,0,"Autumn","Holiday","Yes"
"19/09/2024",5219,31.1,71,1,1809,25.2,2.56,0,0,"Autumn","No Holiday","Yes"
"20/09/2024",3105,27.3,88,2.1,2713,25.1,0.38,0.4,0,"Autumn","No Holiday","Yes"
"21/09/2024",5877,20.2,80,4.9,4604,16.6,1.07,0,0,"Autumn","No Holiday","Yes"
"22/09/2024",8113,23.9,60,3.3,4373,15.6,1.9,0,0,"Autumn","No Holiday","Yes"
"23/09/2024",6269,23.9,51,3.8,4249,13.1,2.98,0,0,"Autumn","No Holiday","Yes"
"24/09/2024",6440,23.9,48,2.6,4423,12.2,2.97,0,0,"Autumn","No Holiday","Yes"
"25/09/2024",6466,26.2,61,1.3,2999,18,2.65,0,0,"Autumn","No Holiday","Yes"
"26/09/2024",6386,25.7,67,1.8,2307,19.1,1.42,0,0,"Autumn","No Holiday","Yes"
"27/09/2024",6793,24.8,71,2,3440,19.1,2.12,0,0,"Autumn","No Holiday","Yes"
"28/09/2024",8650,26.1,51,3.8,4374,15.1,2.79,0,0,"Autumn","No Holiday","Yes"
"29/09/2024",7919,26.8,56,2.5,4961,17.2,2.81,0,0,"Autumn","No Holiday","Yes"
"30/09/2024",6245,26.5,48,2.2,4308,14.5,2.79,0,0,"Autumn","No Holiday","Yes"
"01/10/2024",6310,18.8,69,4.1,4449,12.9,1.03,0,0,"Autumn","Holiday","Yes"
"02/10/2024",6652,17.2,42,3.7,4645,4.1,2.93,0,0,"Autumn","No Holiday","Yes"
"03/10/2024",8708,21.1,46,2.1,4395,9,2.83,0,0,"Autumn","Holiday","Yes"
"04/10/2024",7747,21.3,45,1.5,4317,8.8,2.82,0,0,"Autumn","No Holiday","Yes"
"05/10/2024",8874,21.6,45,1.6,3840,9.1,2.61,0,0,"Autumn","No Holiday","Yes"
"06/10/2024",6854,16.6,69,2.6,3719,10.8,0.41,0,0,"Autumn","No Holiday","Yes"
"07/10/2024",6350,19.4,66,2.4,1562,12.8,1.37,0,0,"Autumn","No Holiday","Yes"
"08/10/2024",6839,20.7,62,1.4,1599,13.1,2.57,0,0,"Autumn","No Holiday","Yes"
"09/10/2024",8839,22.4,51,2.4,3941,11.7,2.62,0,0,"Autumn","Holiday","Yes"
"10/10/2024",6642,20.7,57,1.5,3671,11.8,1.62,0,0,"Autumn","No Holiday","Yes"
"11/10/2024",7496,22.7,58,1.9,1615,14,2.17,0,0,"Autumn","No Holiday","Yes"
"12/10/2024",9048,22.3,45,1.9,2044,9.7,2.57,0,0,"Autumn","No Holiday","Yes"
"13/10/2024",8094,21.8,57,2.2,2737,12.8,1.56,0,0,"Autumn","No Holiday","Yes"
"14/10/2024",4715,20.2,67,1.9,2912,13.8,0.47,0,0,"Autumn","No Holiday","Yes"
"15/10/2024",5729,20.5,81,2.3,1243,17.1,0.76,0,0,"Autumn","No Holiday","Yes"
"16/10/2024",6672,20.8,67,1.6,1137,14.4,2.57,0,0,"Autumn","No Holiday","Yes"
"17/10/2024",6770,22.5,62,1.7,1472,14.8,2.39,0,0,"Autumn","No Holiday","Yes"
"18/10/2024",239,18.4,84,2.7,1180,15.6,0.27,0.1,0,"Autumn","No Holiday","Yes"
"19/10/2024",8396,20.8,68,3.4,4703,14.6,1.74,0,0,"Autumn","No Holiday","Yes"
"20/10/2024",7354,16.1,46,4.3,4482,4.4,2.59,0,0,"Autumn","No Holiday","Yes"
"21/10/2024",5894,16.4,59,2.4,3922,8.3,1.52,0,0,"Autumn","No Holiday","Yes"
"22/10/2024",827,15.5,94,2.4,1199,14.5,0.26,0.5,0,"Autumn","No Holiday","Yes"
"23/10/2024",5704,13.9,66,5,4479,7.6,1.48,0,0,"Autumn","No Holiday","Yes"
"24/10/2024",5999,15.9,57,3.3,3060,7.3,2.42,0,0,"Autumn","No Holiday","Yes"
"25/10/2024",6863,18.7,48,2.7,3853,7.4,2.43,0,0,"Autumn","No Holiday","Yes"
"26/10/2024",8454,20.9,57,2.2,3919,12,2.39,0,0,"Autumn","No Holiday","Yes"
"27/10/2024",7078,18.3,71,2.7,2309,12.9,0.94,0,0,"Autumn","No Holiday","Yes"
"28/10/2024",5785,17,74,2.6,1538,12.3,1.26,0,0,"Autumn","No Holiday","Yes"
"29/10/2024",5161,15.8,57,2.4,4456,7.2,0.52,0,0,"Autumn","No Holiday","Yes"
"30/10/2024",6249,19.9,60,1.2,1705,11.8,2.24,0,0,"Autumn","No Holiday","Yes"
"31/10/2024",6392,19.7,53,1.8,2498,9.8,1.89,0,0,"Autumn","No Holiday","Yes"
"01/11/2024",6545,16.6,66,3.4,1576,10.2,0.93,0,0,"Autumn","No Holiday","Yes"
"02/11/2024",8676,22.3,48,2.7,3314,10.7,2.3,0,0,"Autumn","No Holiday","Yes"
"03/11/2024",7985,20.7,55,2.1,2735,11.3,2.19,0,0,"Autumn","No Holiday","Yes"
"04/11/2024",5988,17.8,42,3.5,4128,4.7,1.63,0,0,"Autumn","No Holiday","Yes"
"05/11/2024",5625,12.8,48,2.7,2939,2,2.22,0,0,"Autumn","No Holiday","Yes"
"06/11/2024",5192,10.9,37,3.3,3317,-3.2,2.32,0,0,"Autumn","No Holiday","Yes"
"07/11/2024",5318,11.7,35,1.1,2399,-3.2,2.22,0,0,"Autumn","No Holiday","Yes"
"08/11/2024",5930,14.7,38,1.5,2185,0.5,2.18,0,0,"Autumn","No Holiday","Yes"
"09/11/2024",7755,17.7,47,1.5,2916,6.2,2.12,0,0,"Autumn","No Holiday","Yes"
"10/11/2024",6849,17.7,55,1.3,3330,8.5,1.79,0,0,"Autumn","No Holiday","Yes"
"11/11/2024",5892,17.8,49,1.9,1432,6.9,2.04,0,0,"Autumn","No Holiday","Yes"
"12/11/2024",5915,17.2,45,3,2609,5.1,2.13,0,0,"Autumn","No Holiday","Yes"
"13/11/2024",6882,18.1,54,2.7,2433,8.6,2.01,0,0,"Autumn","No Holiday","Yes"
"14/11/2024",5135,15.9,64,2,2522,9,0.66,0.1,0,"Autumn","No Holiday","Yes"
"15/11/2024",6669,17.8,66,1.6,1802,11.3,1.21,0,0,"Autumn","No Holiday","Yes"
"16/11/2024",8068,21.2,48,2.8,3812,9.7,NA,0,0,"Autumn","No Holiday","Yes"
"17/11/2024",4838,7.3,45,4.4,4071,-3.8,1.12,0,0,"Autumn","No Holiday","Yes"
"18/11/2024",4164,5.7,26,2.4,4415,-12.3,2.17,0,0,"Autumn","No Holiday","Yes"
"19/11/2024",4645,9.1,42,1.7,4025,-3.1,1.87,0,0,"Autumn","No Holiday","Yes"
"20/11/2024",4869,9.5,50,1.8,2014,-0.4,1.21,0,0,"Autumn","No Holiday","Yes"
"21/11/2024",5165,13,71,2,628,7.8,1.49,0,0,"Autumn","No Holiday","Yes"
"22/11/2024",5228,8.1,40,3.9,2729,-4.7,2.06,0,0,"Autumn","No Holiday","Yes"
"23/11/2024",5928,10.4,38,2.6,3331,-3.3,1.93,0,0,"Autumn","No Holiday","Yes"
"24/11/2024",5421,10.8,51,2.4,3882,1,1.95,0,0,"Autumn","No Holiday","Yes"
"25/11/2024",5047,12.7,50,3.3,3019,2.5,1.74,0,0,"Autumn","No Holiday","Yes"
"26/11/2024",2419,6.8,75,7.2,3284,2.6,0.99,0.1,0,"Autumn","No Holiday","Yes"
"27/11/2024",602,-0.4,89,1.5,128,-1.9,0.14,0.3,15,"Autumn","No Holiday","Yes"
"28/11/2024",1641,2.5,81,3.8,1358,-0.4,0.92,0,20.7,"Autumn","No Holiday","Yes"
"29/11/2024",3263,2.6,56,1.2,2714,-5.3,1.89,0,10,"Autumn","No Holiday","Yes"
"30/11/2024",3779,3.3,71,2.3,1935,-1.4,0.5,0,7.8,"Autumn","No Holiday","Yes"
"01/12/2024",3995,6.5,83,2.8,869,3.8,1.58,0,4.2,"Winter","No Holiday","Yes"
"02/12/2024",4074,10.8,89,1.3,988,9,0.65,0,0,"Winter","No Holiday","Yes"
"03/12/2024",3543,2.7,30,3.9,4765,-13.1,1.95,0,0,"Winter","No Holiday","Yes"
"04/12/2024",3538,5.1,34,2.8,3859,-9.5,1.91,0,0,"Winter","No Holiday","Yes"
"05/12/2024",3817,7.2,34,3.4,4091,-7.6,1.91,0,0,"Winter","No Holiday","Yes"
"06/12/2024",3618,4.2,40,3,3215,-8.2,1.91,0,0,"Winter","No Holiday","Yes"
"07/12/2024",4038,2.7,48,2.2,2928,-7.2,1.84,0,0,"Winter","No Holiday","Yes"
"08/12/2024",2948,1.8,44,2.1,2909,-9.1,1.88,0,0,"Winter","No Holiday","Yes"
"09/12/2024",3417,4.1,40,1.3,2864,-8.3,1.8,0,0,"Winter","No Holiday","Yes"
"10/12/2024",3669,5.9,45,2.4,2312,-5.1,1.79,0,0,"Winter","No Holiday","Yes"
"11/12/2024",4054,5,45,2.2,1413,-5.9,1.32,0,0,"Winter","No Holiday","Yes"
"12/12/2024",3706,3.6,32,2.2,3020,-11.5,1.87,0,0,"Winter","No Holiday","Yes"
"13/12/2024",3751,3.5,36,1.8,2806,-10.2,1.16,0,0,"Winter","No Holiday","Yes"
"14/12/2024",3812,0.7,43,3.6,2378,-10.4,1.83,0,0,"Winter","No Holiday","Yes"
"15/12/2024",3294,3.6,57,2.5,2964,-4.1,1.11,0,0,"Winter","No Holiday","Yes"
"16/12/2024",3278,3.8,41,2.5,4007,-8.2,1.33,0,0,"Winter","No Holiday","Yes"
"17/12/2024",3093,1.1,42,1.6,3645,-10.4,1.51,0,0,"Winter","No Holiday","Yes"
"18/12/2024",2943,-2,40,2.6,2899,-13.8,1.86,0,0,"Winter","No Holiday","Yes"
"19/12/2024",3071,1.7,41,2.8,1665,-10.1,1.74,0,0,"Winter","No Holiday","Yes"
"20/12/2024",3457,2.7,50,2.2,1528,-6.7,0.61,0,0,"Winter","No Holiday","Yes"
"21/12/2024",2499,0.6,71,3.5,750,-4,1.24,0,1.8,"Winter","No Holiday","Yes"
"22/12/2024",2026,-1.6,42,3.5,3880,-12.8,1.86,0,0.9,"Winter","No Holiday","Yes"
"23/12/2024",2978,3.8,54,1.6,2734,-4.6,1.77,0,0.5,"Winter","No Holiday","Yes"
"24/12/2024",3284,1.9,37,2.1,3188,-11.2,1.82,0,0,"Winter","No Holiday","Yes"
"25/12/2024",2701,3.5,60,1.2,2243,-3.5,0.8,0,0,"Winter","Holiday","Yes"
"26/12/2024",2885,1.3,41,4.9,2410,-10.5,1.84,0,0,"Winter","No Holiday","Yes"
"27/12/2024",2874,-0.8,38,2.8,3639,-13.3,1.78,0,0,"Winter","No Holiday","Yes"
"28/12/2024",2807,-1.7,39,2.6,3076,-13.8,1.81,0,0,"Winter","No Holiday","Yes"
"29/12/2024",2654,3.7,43,1.5,3313,-7.7,1.72,0,0,"Winter","No Holiday","Yes"
"30/12/2024",3456,9.3,61,3.7,1313,2.1,1.55,0,0,"Winter","No Holiday","Yes"
"31/12/2024",3336,1.9,35,2.5,3889,-11.9,1.86,0,0,"Winter","No Holiday","Yes"
